sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
1932,Could not keep up with me and finally the hard drive went out .,hard drive,-1,Internal,0,0,1,0,0,0
1933,"I am most impressed with the programming , including the iPhoto .",programming,1,Software,0,0,0,0,0,1
1934,"I am most impressed with the programming , including the iPhoto .",iPhoto,1,Software,0,0,0,0,0,1
1935,Speakers too small to be of any real use .,Speakers,-1,External,0,1,0,0,0,0
1936,"I upgraded it 's RAM to 2GB , I am very happy with it .",RAM,1,External,0,1,0,0,0,0
1937,I purchased a Toshiba Satellite M60 -LRB- with harman/kardon speakers ! -RRB- in December of 2005 .,speakers,1,External,0,1,0,0,0,0
1938,They should have included more memory on their computers if they knew Vista would run slowly .,memory,-1,Internal,0,0,1,0,0,0
1939,They should have included more memory on their computers if they knew Vista would run slowly .,Vista,-1,Software,0,0,0,0,0,1
1940,Battery life could be better but overall for the price and Toshiba 's reputation for laptops it 's great !,Battery life,-1,Battery,1,0,0,0,0,0
1941,Battery life could be better but overall for the price and Toshiba 's reputation for laptops it 's great !,price,1,Service,0,0,0,0,1,0
1942,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",battery,-1,Battery,1,0,0,0,0,0
1943,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",charge,-1,Battery,1,0,0,0,0,0
1944,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",charge,-1,Battery,1,0,0,0,0,0
1945,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace .,warrenty,0,Service,0,0,0,0,1,0
1946,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace .,hard drive,-1,Internal,0,0,1,0,0,0
1947,"The Windows 7 Starter is , in my opinion , a great way to think about using your netbook : basics , basics , basics .",Windows 7 Starter,1,Software,0,0,0,0,0,1
1949,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons .,desktop icons,-1,Software,0,0,0,0,0,1
1950,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired .,warranty,-1,Service,0,0,0,0,1,0
1951,"Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",price,1,Service,0,0,0,0,1,0
1952,"Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",performance,1,Software,0,0,0,0,0,1
1954,"Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",look,1,External,0,1,0,0,0,0
1957,"So I called Compaq , and after being on the phone for 3 hours , i finally got a replacement which I should n't have had a problem getting since it was under warranty .",warranty,0,Service,0,0,0,0,1,0
1959,"I love the size , keyboard , the functions .",size,1,Screen,0,0,0,1,0,0
1960,"I love the size , keyboard , the functions .",keyboard,1,External,0,1,0,0,0,0
1962,the mouse is way way way to sensitve .,mouse,-1,External,0,1,0,0,0,0
1963,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly .,OS,1,Software,0,0,0,0,0,1
1965,"Also , I issued a replacement RMA for a few dead pixels in the upper zone of the screen , which is noticable to me .",screen,-1,Screen,0,0,0,1,0,0
1966,"After way too many times sending the thing in for repairs -LRB- delivery service was slow , and without the laptop I had no access to the internet , and thus no way of tracking it to find out when I might hope to see my computer again -RRB- , it finally kicked the bucket after just over 2 years .",delivery service,-1,Service,0,0,0,0,1,0
1967,"My friend reports the notebook is astonishing in performance , picture quality , and ease of use .",performance,1,Software,0,0,0,0,0,1
1970,the i3 processor does n't seem to run hot and the fan rarely turns on .,i3 processor,1,Internal,0,0,1,0,0,0
1971,the i3 processor does n't seem to run hot and the fan rarely turns on .,fan,1,External,0,1,0,0,0,0
1972,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",battery,-1,Battery,1,0,0,0,0,0
1973,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",charge,-1,Battery,1,0,0,0,0,0
1974,"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",charge,-1,Battery,1,0,0,0,0,0
1975,"Another THREE weeks later I had my laptop back with a new mousepad , keys , and casing .",mousepad,0,External,0,1,0,0,0,0
1976,"Another THREE weeks later I had my laptop back with a new mousepad , keys , and casing .",keys,0,Software,0,0,0,0,0,1
1977,"Another THREE weeks later I had my laptop back with a new mousepad , keys , and casing .",casing,0,External,0,1,0,0,0,0
1978,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it .,operating system,0,Software,0,0,0,0,0,1
1979,"The only thing I do n't understand is that the resolution of the screen is n't high enough for some pages , such as Yahoo!Mail .",resolution of the screen,-1,Screen,0,0,0,1,0,0
1980,The only thing I wish this had was the option to turn off the touchpad with a button like my big 16 '' laptop does .,touchpad,-1,Internal,0,0,1,0,0,0
1981,very convenient when you travel and the battery life is excellent ...,battery life,1,Battery,1,0,0,0,0,0
1982,The machine is slow to boot up and occasionally crashes completely .,boot up,-1,Software,0,0,0,0,0,1
1983,This is great if you have several lectures back to back and do n't have a chance to charge during one of the lectures .,charge,1,Battery,1,0,0,0,0,0
1984,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff .,OS,0,Software,0,0,0,0,0,1
1985,the screen brightness automatically adjusts .,screen brightness,0,Screen,0,0,0,1,0,0
1987,"Besides the great look , it is a great machine .",look,1,External,0,1,0,0,0,0
1989,"The sound is a bit quiet if you 're on a plane , this can easily be overcome with a decent pair of head phones .",sound,-1,External,0,1,0,0,0,0
1990,-LRB- The SATA controller is the motherboard chip that lets the CPU talk to the hard drive . -RRB-,SATA controller,0,External,0,1,0,0,0,0
1991,-LRB- The SATA controller is the motherboard chip that lets the CPU talk to the hard drive . -RRB-,motherboard chip,0,Internal,0,0,1,0,0,0
1993,-LRB- The SATA controller is the motherboard chip that lets the CPU talk to the hard drive . -RRB-,hard drive,0,Internal,0,0,1,0,0,0
1994,The buttons you have to press a little harder than most .,buttons,-1,External,0,1,0,0,0,0
1995,"The battery life was supposed to be 6 hours , but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours .",battery life,-1,Battery,1,0,0,0,0,0
1996,"The battery life was supposed to be 6 hours , but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours .",battery,0,Battery,1,0,0,0,0,0
1997,"The battery life was supposed to be 6 hours , but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours .",battery,-1,Battery,1,0,0,0,0,0
1998,Right size and weight for portability .,size,1,Screen,0,0,0,1,0,0
2001,The battery life also does n't keep up with the claim but still I think macbook is much ahead from the rest of the pack .,battery life,-1,Battery,1,0,0,0,0,0
2002,"It was loaded with Windows Vista Home Premium -- delivered with only 1GB of RAM , and it was a * dog * .",Windows Vista Home Premium,0,Software,0,0,0,0,0,1
2003,"It was loaded with Windows Vista Home Premium -- delivered with only 1GB of RAM , and it was a * dog * .",1GB of RAM,-1,Internal,0,0,1,0,0,0
2004,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me -LRB- I prefer it dark -RRB- or if you can crank up the brightness .,display,-1,Screen,0,0,0,1,0,0
2005,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me -LRB- I prefer it dark -RRB- or if you can crank up the brightness .,brightness,0,Screen,0,0,0,1,0,0
2006,My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in .,electronic fuzz sound,-1,Internal,0,0,1,0,0,0
2007,My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in .,headphone jack,-1,External,0,1,0,0,0,0
2008,"While it was highly rated , would I like it ? I tried the keyboard at the store , and it seemed ok .",keyboard,0,External,0,1,0,0,0,0
2009,"Treat yourself to a more expensive , long-lasting laptop of quality like a Sony , Apple , or Toshiba .",quality,1,Service,0,0,0,0,1,0
2010,"I have had to call with a few questions or issues and they have helped me for free , even without the warranty .",warranty,0,Service,0,0,0,0,1,0
2011,Was searching online for a power supply when I found this site .,power supply,0,Battery,1,0,0,0,0,0
2012,"But to be honest , I do n't use my computer for anything like graphics editing and complex data analysis and gaming .",gaming,0,Software,0,0,0,0,0,1
2013,"But to be honest , I do n't use my computer for anything like graphics editing and complex data analysis and gaming .",graphics editing,0,Internal,0,0,1,0,0,0
2016,-LRB- No problem with the ordering or shipping by the way .,shipping,1,Service,0,0,0,0,1,0
2017,And the ram -LRB- the thing that makes it faster -RRB- comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,ram,1,Internal,0,0,1,0,0,0
2018,And the ram -LRB- the thing that makes it faster -RRB- comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,performance,1,Software,0,0,0,0,0,1
2020,The one thing I wish it had was a detailed hardcopy manuel .,hardcopy manuel,-1,External,0,1,0,0,0,0
2021,"I edit and burn to DVD a lot of video , so I obviously could not live with a non-functioning drive .",drive,-1,Internal,0,0,1,0,0,0
2025,You will need them if you want to reload the OS -LRB- I recommend doing if you can to start fresh and optimal -RRB- .,OS,0,Software,0,0,0,0,0,1
2026,"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",keyboard,1,External,0,1,0,0,0,0
2028,"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",mouse command buttons,-1,External,0,1,0,0,0,0
2029,There are so many wonderful features and benefits to the new MacBook !,features,1,Internal,0,0,1,0,0,0
2031,The only thing i can say is that the touch pad doesnt work like it should all the time .,touch pad,-1,Internal,0,0,1,0,0,0
2032,"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad .",size,1,Screen,0,0,0,1,0,0
2033,"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad .",features,1,Internal,0,0,1,0,0,0
2034,"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad .",lighted keyboard,1,External,0,1,0,0,0,0
2035,"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad .",mouse pad,1,External,0,1,0,0,0,0
2036,Battery life needs more life .,Battery life,-1,Battery,1,0,0,0,0,0
2037,For some odd reasons the computer does n't reconize the operation system .,operation system,-1,Software,0,0,0,0,0,1
2038,The trackpad was easy to learn and navigate .,trackpad,1,External,0,1,0,0,0,0
2039,"Applications open in seconds and there are no lags , hiccups or awkward moments when you wonder whether your computer is out for tea .",Applications,1,Software,0,0,0,0,0,1
2040,I respond that I do not have the old computer and this way I would lose the data on my hard drive .,hard drive,-1,Internal,0,0,1,0,0,0
2041,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English .,Windows,0,Software,0,0,0,0,0,1
2042,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English .,Warrenty,0,Service,0,0,0,0,1,0
2043,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English .,agents,-1,Service,0,0,0,0,1,0
2044,Even though the computer is larger they did not make the keyboard larger .,keyboard,-1,External,0,1,0,0,0,0
2045,We paid for the three year warranty and the extended warranty after that one ended as well .,three year warranty,0,Service,0,0,0,0,1,0
2046,We paid for the three year warranty and the extended warranty after that one ended as well .,extended warranty,0,Service,0,0,0,0,1,0
2047,"Its not just slow on the internet , its slow in general .",internet,-1,Software,0,0,0,0,0,1
2048,It has just enough RAM to run smoothly and enough memory to satisfy my needs .,RAM,1,External,0,1,0,0,0,0
2049,It has just enough RAM to run smoothly and enough memory to satisfy my needs .,memory,1,Internal,0,0,1,0,0,0
2050,"I acually believe the issue is with the Nvidia grafics card , but still requires a return .",Nvidia grafics card,-1,Internal,0,0,1,0,0,0
2052,The resolution is even higher then any other laptop on the market .,resolution,1,Screen,0,0,0,1,0,0
2053,"Then just the other day , my left ""mouse"" button snapped !","left ""mouse"" button",-1,External,0,1,0,0,0,0
2054,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,keyboard,1,External,0,1,0,0,0,0
2057,Laptop is advertised as a 15 '' but the casing looks like that of a 17 '' .,casing,-1,External,0,1,0,0,0,0
2061,"In due course , I 'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash .",hard disc,-1,External,0,1,0,0,0,0
2062,"They break down just as often as PCs do , and the only reason they do n't get viruses , is because no one makes viruses for them , they 're not better in any way , they are worse , try finding virus protection programs for a Mac , they do n't exist .",virus protection programs for a Mac,-1,Software,0,0,0,0,0,1
2063,"But with A WAY Bigger Screen , and IS able to connect to an HDMI .",Screen,1,Screen,0,0,0,1,0,0
2064,"But with A WAY Bigger Screen , and IS able to connect to an HDMI .",HDMI,0,External,0,1,0,0,0,0
2065,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side .,graphics,-1,Internal,0,0,1,0,0,0
2066,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side .,wireless switch,-1,External,0,1,0,0,0,0
2067,The overall build quality of the unit is excellent and she 'd recommend it to anyone else looking for a netbook .,build quality,1,Service,0,0,0,0,1,0
2068,I guess he was the technical person .,technical person,0,Service,0,0,0,0,1,0
2069,A seventy dollar mouse !,mouse,0,External,0,1,0,0,0,0
2071,when i first got it i thought the size of it was a joke .,size,-1,Screen,0,0,0,1,0,0
2072,It is fast and i have not had a problem with internet connection or any other problems .,internet connection,1,Internal,0,0,1,0,0,0
2073,I 'm really impressed with the quality and performance for the price of the computer .,quality,1,Service,0,0,0,0,1,0
2074,I 'm really impressed with the quality and performance for the price of the computer .,performance,1,Software,0,0,0,0,0,1
2075,I 'm really impressed with the quality and performance for the price of the computer .,price,1,Service,0,0,0,0,1,0
2076,"But when I received my replacement , I made BOTH recovery DVDs -LRB- 4 -RRB- , and a driver/application DVD .",recovery DVDs,0,External,0,1,0,0,0,0
2077,"But when I received my replacement , I made BOTH recovery DVDs -LRB- 4 -RRB- , and a driver/application DVD .",driver/application DVD,0,External,0,1,0,0,0,0
2078,"In addition , there is photo detection software that will allow you to group all the photos together based upon the people in the picture .",photo detection software,1,Software,0,0,0,0,0,1
2079,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better .,speakers,-1,External,0,1,0,0,0,0
2080,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back , but of course you are taking a chance of them testing it out to see what has happened , and they tell you that it was not on their side , then you are stuck paying for the repair -LRB- the price of a new one -RRB- .",price,-1,Service,0,0,0,0,1,0
2082,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,touchpad,-1,Internal,0,0,1,0,0,0
2083,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,screen,0,Screen,0,0,0,1,0,0
2084,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,mouse pointer,-1,Software,0,0,0,0,0,1
2085,I have had no problems with it unlike some hardware defects on past models .,hardware,-1,External,0,1,0,0,0,0
2086,"EITHER WAY , THE KEYBOARD IS UNSATISFACTORY .",KEYBOARD,-1,External,0,1,0,0,0,0
2087,"Well , I have to say since I bought my Mac , I wo n't ever go back to any Windows .",Windows,-1,Software,0,0,0,0,0,1
2089,"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",quality,1,Service,0,0,0,0,1,0
2091,"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",warranty,1,Service,0,0,0,0,1,0
2092,"The applications are also very easy to find and maneuver , much easier than any other computer I have ever owned .",applications,1,Software,0,0,0,0,0,1
2093,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room .,screen,1,Screen,0,0,0,1,0,0
2096,"The only thing that is n't perfect about this netbook is the speakers , they are not loud at all but I expected that .",speakers,-1,External,0,1,0,0,0,0
2097,"Of course , I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others .",hinges,-1,Screen,0,0,0,1,0,0
2098,Not to mention the fact that your mac comes fully loaded with all necessary basic programs .,programs,1,Software,0,0,0,0,0,1
2100,If this is an improvement in Customer Service then I would hate too see what it was before !,Customer Service,-1,Service,0,0,0,0,1,0
2101,"All of the programs -LRB- Keynote , Pages , Numbers -RRB- have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .",programs,1,Software,0,0,0,0,0,1
2102,"All of the programs -LRB- Keynote , Pages , Numbers -RRB- have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .",Keynote,0,Software,0,0,0,0,0,1
2107,"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a signifant amount off the price .",components,1,External,0,1,0,0,0,0
2108,"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a signifant amount off the price .",price,1,Service,0,0,0,0,1,0
2109,"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a signifant amount off the price .",price,1,Service,0,0,0,0,1,0
2110,"There is no cd drive on the computer , which defeats the purpose of keeping files on a cd .",cd drive,-1,External,0,1,0,0,0,0
2111,For me I was lucky and a local store was selling them for $ 2000 off and Best Buy matched their price so I was able to buy one for under $ 1000,price,1,Service,0,0,0,0,1,0
2112,"Unfortunately , Apple 's quality has continued to slide .",quality,-1,Service,0,0,0,0,1,0
2113,I believe that the quality of a mac is worth the price .,quality,1,Service,0,0,0,0,1,0
2114,I believe that the quality of a mac is worth the price .,price,1,Service,0,0,0,0,1,0
2115,sometimes you will be moving your finger and the pointer will not even move .,pointer,-1,Screen,0,0,0,1,0,0
2116,The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,shipping,1,Service,0,0,0,0,1,0
2117,The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,price,1,Service,0,0,0,0,1,0
2125,Was not happy with one of the programs on it .,one of the programs,-1,Software,0,0,0,0,0,1
2127,The first one sent : Touchpad did n't work The second sent : USB did n't work The third sent : Touchpad did n't work The fourth sent : Has n't arrived yet .,Touchpad,-1,Internal,0,0,1,0,0,0
2128,The first one sent : Touchpad did n't work The second sent : USB did n't work The third sent : Touchpad did n't work The fourth sent : Has n't arrived yet .,USB,-1,Internal,0,0,1,0,0,0
2129,The first one sent : Touchpad did n't work The second sent : USB did n't work The third sent : Touchpad did n't work The fourth sent : Has n't arrived yet .,Touchpad,-1,Internal,0,0,1,0,0,0
2131,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor -LRB- such as works for windows -RRB- , but iwork is cheap compared to office .",office,-1,Software,0,0,0,0,0,1
2132,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor -LRB- such as works for windows -RRB- , but iwork is cheap compared to office .",word processor,-1,Software,0,0,0,0,0,1
2133,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor -LRB- such as works for windows -RRB- , but iwork is cheap compared to office .",windows,0,Software,0,0,0,0,0,1
2135,It is light and the battery last a very long time .,battery,1,Battery,1,0,0,0,0,0
2136,"And at one point , they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop -LRB- I bought the memory stick they recomended -RRB- .",memory,0,Internal,0,0,1,0,0,0
2137,"And at one point , they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop -LRB- I bought the memory stick they recomended -RRB- .",memory stick,-1,External,0,1,0,0,0,0
2138,"And at one point , they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop -LRB- I bought the memory stick they recomended -RRB- .",memory stick,0,External,0,1,0,0,0,0
2139,"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",keys,-1,Software,0,0,0,0,0,1
2140,"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",keyboard,-1,External,0,1,0,0,0,0
2141,"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",button below the mouse pad,-1,External,0,1,0,0,0,0
2142,"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",screen,-1,Screen,0,0,0,1,0,0
2143,"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",paint,-1,Software,0,0,0,0,0,1
2144,The next time I had an issue my lightscribe would n't work .,lightscribe,-1,External,0,1,0,0,0,0
2145,"The touchpad is extremely sensitive , which is the only drawback .",touchpad,-1,Internal,0,0,1,0,0,0
2146,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,1,Software,0,0,0,0,0,1
2147,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,1,Software,0,0,0,0,0,1
2148,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,1,Software,0,0,0,0,0,1
2149,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic/Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I could ",Bluetooth,0,Internal,0,0,1,0,0,0
2150,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic/Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I could ",Fingerprint Reader,0,External,0,1,0,0,0,0
2151,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic/Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I could ",screen,1,Screen,0,0,0,1,0,0
2152,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic / Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I coul",Mic,1,External,0,1,0,0,0,0
2153,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic/Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I could ",Dual touchpad mode,1,Internal,0,0,1,0,0,0
2154,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic/Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I could ",USB ports,0,External,0,1,0,0,0,0
2155,"- Bluetooth -LRB- 2.1 -RRB- , Fingerprint Reader , Full 1920x1080 screen - Integrated Mic / Webcam * - Dual touchpad mode is interesting , and easy to use -5 USB ports - Runs about 38-41C on idle , Up to 65 -LRB- for me -RRB- on load - Very quiet - I coul",Webcam,1,External,0,1,0,0,0,0
2158,"They don t translate from a Mac , even on Word , resulting in a ton of run-on sentences .",Word,-1,Software,0,0,0,0,0,1
2159,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it .",17 ince screen,0,Screen,0,0,0,1,0,0
2160,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it .",screen,1,Screen,0,0,0,1,0,0
2161,Summary : They played games with me for the warranty period .,warranty period,-1,Service,0,0,0,0,1,0
2162,"In November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history .",HD,-1,Battery,1,0,0,0,0,0
2163,"In November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history .",drivers,-1,Internal,0,0,1,0,0,0
2164,"In November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history .",Windows update,0,Software,0,0,0,0,0,1
2165,I can have both OSX and Windows XP running at the same time !,OSX,1,Software,0,0,0,0,0,1
2166,I can have both OSX and Windows XP running at the same time !,Windows XP,1,Software,0,0,0,0,0,1
2168,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor",Performance,-1,Software,0,0,0,0,0,1
2169,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor",Battery Life,1,Battery,1,0,0,0,0,0
2172,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems .,windows,-1,Software,0,0,0,0,0,1
2173,The graphics are stunning .,graphics,1,Internal,0,0,1,0,0,0
2174,"-LRB- I found a 2GB stick for a bit under $ 50 -RRB- Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and document",system,1,Internal,0,0,1,0,0,0
2175,after much effort and 10 days ASUS replaced itThe WiFi is very weak .,WiFi,-1,Internal,0,0,1,0,0,0
2176,You can call HP and they want you to buy more software to fix it .,software,0,Software,0,0,0,0,0,1
2177,It is easy to navigate and update programs .,update programs,0,Software,0,0,0,0,0,1
2178,It is easy to navigate and update programs .,navigate,1,Software,0,0,0,0,0,1
2179,", Applications respond immediately -LRB- not like the tired MS applications -RRB- .",Applications,1,Software,0,0,0,0,0,1
2180,", Applications respond immediately -LRB- not like the tired MS applications -RRB- .",MS applications,-1,Software,0,0,0,0,0,1
2181,"All in all , a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service .",Customer Service,1,Service,0,0,0,0,1,0
2182,"The only drawback for me is how dirty the screen gets , and rather quickly too .",screen,-1,Screen,0,0,0,1,0,0
2185,"Seems to slow down occassionally but can run many applications -LRB- ie Internet tabs , programs , etc -RRB- simultaneously .",applications,1,Software,0,0,0,0,0,1
2186,"Seems to slow down occassionally but can run many applications -LRB- ie Internet tabs , programs , etc -RRB- simultaneously .",programs,0,Software,0,0,0,0,0,1
2187,"Seems to slow down occassionally but can run many applications -LRB- ie Internet tabs , programs , etc -RRB- simultaneously .",Internet tabs,1,Internal,0,0,1,0,0,0
2188,I also did not like the loud noises it made or how the bottom of the computer would get really hot .,noises,-1,External,0,1,0,0,0,0
2190,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it .,repair technician,1,Service,0,0,0,0,1,0
2191,defective software .,software,-1,Software,0,0,0,0,0,1
2194,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,Cords,-1,Battery,1,0,0,0,0,0
2195,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,power,-1,Battery,1,0,0,0,0,0
2196,Cords coming out the right for power plus cords coming out front for headphones / mic plus network connection on left make for a very messy setup with cords going every direction .,headphones,-1,External,0,1,0,0,0,0
